ADJ2_RA,ADJ_18__A,ADJ_18__B,ADJ_18__H,ADJ_18__I,ADJ_18__O,ADJ_18__P,ADJ_18__W,ADJ_AMI,ADJ_ASI,ADJ_BLA,ADJ_HAW,ADJ_MUL,ADJ_OTH,ADJ_POP,ADJ_WHI,CCn-DEM,CCn-REP,CEx-DEM,CEx-REP,CNG02,COUNTY,HOUSING,HU_OCCU,LEG02,MCD,NAME,PLACE,STATE,UNADJHI,UNADJPO,VTD,VTD_1
114.0,112.0,552.0,2.0,8.0,54.0,2058.0,1273.0,10.0,142.0,741.0,4.0,114.0,83.0,2680.0,1586.0,464.0,306.0,484.0,276.0,2407,24027,1145.0,1096.0,24013,2402790512,Howard Precinct 06-033,,24,221.0,2674,1,06-033
148.0,158.0,521.0,1.0,4.0,49.0,2185.0,1384.0,4.0,194.0,742.0,1.0,148.0,68.0,2851.0,1694.0,550.0,267.0,584.0,237.0,2403,24027,1205.0,1161.0,24013,2402790512,Howard Precinct 06-020,2419125,24,208.0,2849,2,06-020
81.0,127.0,248.0,1.0,11.0,28.0,1573.0,1120.0,16.0,167.0,348.0,3.0,81.0,52.0,2013.0,1346.0,361.0,201.0,398.0,177.0,2403,24027,859.0,818.0,24013,2402790512,Howard Precinct 06-013,2419125,24,142.0,2011,1,06-013
86.0,160.0,383.0,1.0,6.0,33.0,1814.0,1184.0,6.0,204.0,555.0,1.0,86.0,52.0,2342.0,1438.0,503.0,247.0,552.0,200.0,2403,24027,886.0,868.0,24013,2402790512,Howard Precinct 06-022,2419125,24,150.0,2341,1,06-022
148.0,372.0,778.0,1.0,4.0,45.0,2300.0,1041.0,7.0,489.0,1152.0,1.0,148.0,73.0,3158.0,1288.0,531.0,188.0,543.0,168.0,2403,24027,1279.0,1223.0,24013,2402790512,Howard Precinct 06-019,2419125,24,247.0,3154,1,06-019
126.0,782.0,195.0,1.0,2.0,13.0,2941.0,1902.0,5.0,1189.0,299.0,1.0,126.0,31.0,4608.0,2957.0,790.0,557.0,1024.0,349.0,2407,24027,1341.0,1326.0,24013,2402790420,Howard Precinct 05-022,,24,136.0,4608,2,05-022
123.0,868.0,155.0,0.0,0.0,6.0,2781.0,1707.0,0.0,1334.0,222.0,0.0,123.0,13.0,4298.0,2606.0,706.0,475.0,839.0,373.0,2407,24027,1311.0,1291.0,24013,2402790420,Howard Precinct 05-010,2419125,24,84.0,4298,2,05-010
158.0,260.0,663.0,2.0,13.0,44.0,2432.0,1382.0,15.0,313.0,898.0,4.0,158.0,61.0,3067.0,1618.0,570.0,176.0,609.0,157.0,2407,24027,1476.0,1408.0,2412B,2402790420,Howard Precinct 05-021,2419125,24,173.0,3064,2,05-021
67.0,194.0,280.0,0.0,0.0,24.0,1795.0,1274.0,2.0,239.0,354.0,0.0,67.0,28.0,2232.0,1542.0,487.0,226.0,514.0,208.0,2407,24027,897.0,829.0,2412B,2402790420,Howard Precinct 05-017,2419125,24,77.0,2231,2,05-017
110.0,114.0,416.0,2.0,6.0,37.0,1528.0,892.0,6.0,137.0,569.0,4.0,110.0,53.0,1943.0,1064.0,294.0,105.0,320.0,83.0,2407,24027,917.0,858.0,2412B,2402790420,Howard Precinct 05-018,2419125,24,174.0,1940,2,05-018
102.0,205.0,448.0,1.0,1.0,22.0,1778.0,1049.0,1.0,260.0,553.0,1.0,102.0,31.0,2186.0,1238.0,479.0,166.0,493.0,162.0,2407,24027,1000.0,954.0,2412B,2402790420,Howard Precinct 05-007,2419125,24,123.0,2185,2,05-007
125.0,192.0,505.0,1.0,5.0,17.0,1870.0,1082.0,5.0,228.0,692.0,1.0,125.0,24.0,2411.0,1336.0,581.0,191.0,611.0,184.0,2407,24027,953.0,932.0,2412B,2402790420,Howard Precinct 05-012,2419125,24,145.0,2411,2,05-012
