ELECTION_CODE,LBE,LBE_CODE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOTING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS,Percentage
GG14,Baltimore County,4,2,10,002-024,DEMOCRAT,674,438,20,10,2233,51.14
GG14,Baltimore County,4,2,10,002-024,GREEN,0,0,0,0,0,0.00
GG14,Baltimore County,4,2,10,002-024,LIBERTARIAN,1,1,0,0,6,33.33
GG14,Baltimore County,4,2,10,002-024,OTHER PARTIES,4,0,0,0,10,40.00
GG14,Baltimore County,4,2,10,002-024,REPUBLICAN,41,15,1,1,126,46.03
GG14,Baltimore County,4,2,10,002-024,UNAFFILIATED,48,9,3,2,241,25.73
GG14,Baltimore County,4,2,11,002-025,DEMOCRAT,289,85,13,5,537,73.00
GG14,Baltimore County,4,2,11,002-025,GREEN,0,0,0,0,0,0.00
GG14,Baltimore County,4,2,11,002-025,LIBERTARIAN,0,0,0,0,2,0.00
GG14,Baltimore County,4,2,11,002-025,OTHER PARTIES,4,1,0,0,6,83.33
GG14,Baltimore County,4,2,11,002-025,REPUBLICAN,62,11,3,0,102,74.51
GG14,Baltimore County,4,2,11,002-025,UNAFFILIATED,24,7,2,0,75,44.00
GG14,Baltimore County,4,2,10,002-026,DEMOCRAT,503,229,15,13,1333,57.01
GG14,Baltimore County,4,2,10,002-026,GREEN,1,0,0,0,2,50.00
GG14,Baltimore County,4,2,10,002-026,LIBERTARIAN,7,0,0,0,12,58.33
GG14,Baltimore County,4,2,10,002-026,OTHER PARTIES,10,3,1,0,23,60.87
GG14,Baltimore County,4,2,10,002-026,REPUBLICAN,133,30,11,0,313,55.59
GG14,Baltimore County,4,2,10,002-026,UNAFFILIATED,102,14,1,1,371,31.81
GG14,Baltimore County,4,2,10,002-027,DEMOCRAT,600,276,9,28,1568,58.23
GG14,Baltimore County,4,2,10,002-027,GREEN,1,0,0,0,6,16.67
GG14,Baltimore County,4,2,10,002-027,LIBERTARIAN,1,0,0,0,2,50.00
GG14,Baltimore County,4,2,10,002-027,OTHER PARTIES,5,3,0,0,12,66.67
GG14,Baltimore County,4,2,10,002-027,REPUBLICAN,58,14,3,3,151,51.66
GG14,Baltimore County,4,2,10,002-027,UNAFFILIATED,85,20,1,5,301,36.88
GG14,Baltimore County,4,2,10,002-028,DEMOCRAT,70,33,1,0,249,41.77
GG14,Baltimore County,4,2,10,002-028,GREEN,0,0,0,0,0,0.00
GG14,Baltimore County,4,2,10,002-028,LIBERTARIAN,0,0,0,0,0,0.00
GG14,Baltimore County,4,2,10,002-028,OTHER PARTIES,2,1,0,0,4,75.00
GG14,Baltimore County,4,2,10,002-028,REPUBLICAN,0,5,1,0,15,40.00
GG14,Baltimore County,4,2,10,002-028,UNAFFILIATED,6,1,0,0,30,23.33
GG14,Baltimore County,4,2,11,002-029,DEMOCRAT,647,293,24,39,1933,51.89
GG14,Baltimore County,4,2,11,002-029,GREEN,1,0,0,0,1,100.00
GG14,Baltimore County,4,2,11,002-029,LIBERTARIAN,3,1,1,0,9,55.56
GG14,Baltimore County,4,2,11,002-029,OTHER PARTIES,4,5,1,1,25,44.00
GG14,Baltimore County,4,2,11,002-029,REPUBLICAN,68,26,14,2,240,45.83
GG14,Baltimore County,4,2,11,002-029,UNAFFILIATED,83,10,2,4,373,26.54
GG14,Baltimore County,4,7,44B,002-030,DEMOCRAT,85,55,2,0,235,60.43
GG14,Baltimore County,4,7,44B,002-030,GREEN,2,0,0,0,3,66.67
GG14,Baltimore County,4,7,44B,002-030,LIBERTARIAN,0,0,0,0,0,0.00
GG14,Baltimore County,4,7,44B,002-030,OTHER PARTIES,0,1,1,0,6,33.33
GG14,Baltimore County,4,7,44B,002-030,REPUBLICAN,43,18,7,0,111,61.26
GG14,Baltimore County,4,7,44B,002-030,UNAFFILIATED,21,4,1,0,65,40.00
GG14,Baltimore County,4,7,44B,002-031,DEMOCRAT,641,234,13,0,1854,47.90
GG14,Baltimore County,4,7,44B,002-031,GREEN,3,0,0,0,3,100.00
GG14,Baltimore County,4,7,44B,002-031,LIBERTARIAN,3,0,0,0,5,60.00
GG14,Baltimore County,4,7,44B,002-031,OTHER PARTIES,3,5,0,0,11,72.73
GG14,Baltimore County,4,7,44B,002-031,REPUBLICAN,45,16,5,0,139,47.48
GG14,Baltimore County,4,7,44B,002-031,UNAFFILIATED,54,16,1,0,254,27.95
GG14,Baltimore County,4,7,44B,003-001,DEMOCRAT,1021,614,37,21,3106,54.51
GG14,Baltimore County,4,7,44B,003-001,GREEN,2,0,0,0,5,40.00
GG14,Baltimore County,4,7,44B,003-001,LIBERTARIAN,0,0,0,0,2,0.00
GG14,Baltimore County,4,7,44B,003-001,OTHER PARTIES,11,5,2,0,27,66.67
GG14,Baltimore County,4,7,44B,003-001,REPUBLICAN,57,14,12,2,219,38.81
GG14,Baltimore County,4,7,44B,003-001,UNAFFILIATED,70,22,4,3,319,31.03
GG14,Baltimore County,4,3,11,003-002,DEMOCRAT,689,172,57,10,2003,46.33
GG14,Baltimore County,4,3,11,003-002,GREEN,4,0,0,0,10,40.00
GG14,Baltimore County,4,3,11,003-002,LIBERTARIAN,0,0,1,1,7,28.57
GG14,Baltimore County,4,3,11,003-002,OTHER PARTIES,7,0,1,0,18,44.44
GG14,Baltimore County,4,3,11,003-002,REPUBLICAN,68,11,10,3,184,50.00
GG14,Baltimore County,4,3,11,003-002,UNAFFILIATED,44,10,1,1,245,22.86
GG14,Baltimore County,4,7,44B,003-003,DEMOCRAT,826,272,23,22,2047,55.84
GG14,Baltimore County,4,7,44B,003-003,GREEN,0,0,0,0,4,0.00
GG14,Baltimore County,4,7,44B,003-003,LIBERTARIAN,3,0,0,0,5,60.00
GG14,Baltimore County,4,7,44B,003-003,OTHER PARTIES,5,2,0,0,12,58.33
GG14,Baltimore County,4,7,44B,003-003,REPUBLICAN,48,11,1,1,126,48.41
GG14,Baltimore County,4,7,44B,003-003,UNAFFILIATED,52,11,2,1,218,30.28
GG14,Baltimore County,4,2,11,003-004,DEMOCRAT,524,117,8,9,1230,53.50
GG14,Baltimore County,4,2,11,003-004,GREEN,2,0,0,0,7,28.57
GG14,Baltimore County,4,2,11,003-004,LIBERTARIAN,2,0,0,0,8,25.00
GG14,Baltimore County,4,2,11,003-004,OTHER PARTIES,6,0,0,0,11,54.55
GG14,Baltimore County,4,2,11,003-004,REPUBLICAN,107,14,7,0,237,54.01
GG14,Baltimore County,4,2,11,003-004,UNAFFILIATED,82,10,2,2,271,35.42
GG14,Baltimore County,4,3,11,003-005,DEMOCRAT,819,240,91,21,2186,53.57
GG14,Baltimore County,4,3,11,003-005,GREEN,3,0,0,0,8,37.50
GG14,Baltimore County,4,3,11,003-005,LIBERTARIAN,4,1,0,0,11,45.45
GG14,Baltimore County,4,3,11,003-005,OTHER PARTIES,4,0,2,0,18,33.33
GG14,Baltimore County,4,3,11,003-005,REPUBLICAN,153,22,16,2,372,51.88
GG14,Baltimore County,4,3,11,003-005,UNAFFILIATED,91,16,4,3,358,31.84
GG14,Baltimore County,4,3,11,003-006,DEMOCRAT,819,200,63,15,1762,62.26
GG14,Baltimore County,4,3,11,003-006,GREEN,0,0,0,0,2,0.00
GG14,Baltimore County,4,3,11,003-006,LIBERTARIAN,3,0,0,0,9,33.33
GG14,Baltimore County,4,3,11,003-006,OTHER PARTIES,5,2,1,2,19,52.63
GG14,Baltimore County,4,3,11,003-006,REPUBLICAN,222,37,21,7,456,62.94
GG14,Baltimore County,4,3,11,003-006,UNAFFILIATED,107,15,3,6,351,37.32
GG14,Baltimore County,4,3,11,003-007,DEMOCRAT,1133,148,58,16,2260,59.96
GG14,Baltimore County,4,3,11,003-007,GREEN,5,0,0,0,7,71.43
GG14,Baltimore County,4,3,11,003-007,LIBERTARIAN,5,0,0,0,10,50.00
GG14,Baltimore County,4,3,11,003-007,OTHER PARTIES,4,3,1,0,21,38.10
GG14,Baltimore County,4,3,11,003-007,REPUBLICAN,492,31,8,5,945,56.72
GG14,Baltimore County,4,3,11,003-007,UNAFFILIATED,224,13,6,2,688,35.61
GG14,Baltimore County,4,3,11,003-008,DEMOCRAT,873,136,48,19,1796,59.91
GG14,Baltimore County,4,3,11,003-008,GREEN,2,0,0,0,4,50.00
GG14,Baltimore County,4,3,11,003-008,LIBERTARIAN,6,0,0,0,11,54.55
GG14,Baltimore County,4,3,11,003-008,OTHER PARTIES,13,1,2,1,27,62.96
GG14,Baltimore County,4,3,11,003-008,REPUBLICAN,222,25,8,5,481,54.05
GG14,Baltimore County,4,3,11,003-008,UNAFFILIATED,142,18,3,4,529,31.57
GG14,Baltimore County,4,3,11,003-009,DEMOCRAT,858,140,29,12,1985,52.34
GG14,Baltimore County,4,3,11,003-009,GREEN,1,0,0,0,7,14.29
GG14,Baltimore County,4,3,11,003-009,LIBERTARIAN,4,0,0,0,16,25.00
GG14,Baltimore County,4,3,11,003-009,OTHER PARTIES,8,0,0,0,24,33.33
GG14,Baltimore County,4,3,11,003-009,REPUBLICAN,236,22,5,6,535,50.28
GG14,Baltimore County,4,3,11,003-009,UNAFFILIATED,141,9,3,3,622,25.08
GG14,Baltimore County,4,3,11,003-010,DEMOCRAT,1063,256,79,8,2361,59.55
GG14,Baltimore County,4,3,11,003-010,GREEN,0,0,0,0,3,0.00
GG14,Baltimore County,4,3,11,003-010,LIBERTARIAN,4,0,0,0,13,30.77
GG14,Baltimore County,4,3,11,003-010,OTHER PARTIES,7,2,2,1,21,57.14
GG14,Baltimore County,4,3,11,003-010,REPUBLICAN,247,42,14,2,531,57.44
GG14,Baltimore County,4,3,11,003-010,UNAFFILIATED,119,14,6,4,404,35.40
GG14,Baltimore County,4,3,11,003-011,DEMOCRAT,860,305,48,21,2245,54.97
GG14,Baltimore County,4,3,11,003-011,GREEN,0,0,0,0,5,0.00
GG14,Baltimore County,4,3,11,003-011,LIBERTARIAN,2,0,1,0,14,21.43
GG14,Baltimore County,4,3,11,003-011,OTHER PARTIES,6,7,1,0,25,56.00
GG14,Baltimore County,4,3,11,003-011,REPUBLICAN,179,39,16,4,466,51.07
GG14,Baltimore County,4,3,11,003-011,UNAFFILIATED,118,17,3,1,419,33.17
GG14,Baltimore County,4,3,11,003-012,DEMOCRAT,465,151,16,12,1456,44.23
GG14,Baltimore County,4,3,11,003-012,GREEN,0,0,0,1,5,20.00
GG14,Baltimore County,4,3,11,003-012,LIBERTARIAN,3,2,0,0,15,33.33
GG14,Baltimore County,4,3,11,003-012,OTHER PARTIES,2,1,1,0,16,25.00
GG14,Baltimore County,4,3,11,003-012,REPUBLICAN,126,24,6,3,363,43.80
GG14,Baltimore County,4,3,11,003-012,UNAFFILIATED,119,15,3,1,398,34.67
GG14,Baltimore County,4,3,11,003-013,DEMOCRAT,510,165,47,4,1299,55.89
GG14,Baltimore County,4,3,11,003-013,GREEN,0,0,0,0,2,0.00
GG14,Baltimore County,4,3,11,003-013,LIBERTARIAN,1,1,0,0,5,40.00
GG14,Baltimore County,4,3,11,003-013,OTHER PARTIES,5,3,1,0,40,22.50
GG14,Baltimore County,4,3,11,003-013,REPUBLICAN,287,69,14,3,661,56.43
GG14,Baltimore County,4,3,11,003-013,UNAFFILIATED,92,8,6,1,343,31.20
GG14,Baltimore County,4,3,11,003-014,DEMOCRAT,413,72,24,10,904,57.41
GG14,Baltimore County,4,3,11,003-014,GREEN,0,0,0,0,1,0.00
GG14,Baltimore County,4,3,11,003-014,LIBERTARIAN,3,0,0,0,6,50.00
GG14,Baltimore County,4,3,11,003-014,OTHER PARTIES,7,3,0,0,17,58.82
GG14,Baltimore County,4,3,11,003-014,REPUBLICAN,93,16,2,3,236,48.31
GG14,Baltimore County,4,3,11,003-014,UNAFFILIATED,73,5,2,6,225,38.22
GG14,Baltimore County,4,2,11,004-001,DEMOCRAT,585,205,8,29,1691,48.91
GG14,Baltimore County,4,2,11,004-001,GREEN,0,0,0,0,3,0.00
GG14,Baltimore County,4,2,11,004-001,LIBERTARIAN,4,2,0,0,14,42.86
GG14,Baltimore County,4,2,11,004-001,OTHER PARTIES,5,1,0,0,21,28.57
GG14,Baltimore County,4,2,11,004-001,REPUBLICAN,167,53,7,8,423,55.56
GG14,Baltimore County,4,2,11,004-001,UNAFFILIATED,119,32,4,8,469,34.75
GG14,Baltimore County,4,2,10,004-002,DEMOCRAT,709,229,16,20,2064,47.19
GG14,Baltimore County,4,2,10,004-002,GREEN,0,0,0,0,6,0.00
GG14,Baltimore County,4,2,10,004-002,LIBERTARIAN,7,0,0,0,13,53.85
GG14,Baltimore County,4,2,10,004-002,OTHER PARTIES,5,3,3,0,19,57.89
GG14,Baltimore County,4,2,10,004-002,REPUBLICAN,194,51,2,5,468,53.85
GG14,Baltimore County,4,2,10,004-002,UNAFFILIATED,146,19,4,1,541,31.42
GG14,Baltimore County,4,3,11,004-003,DEMOCRAT,841,296,52,13,2203,54.56
GG14,Baltimore County,4,3,11,004-003,GREEN,2,0,0,0,3,66.67
GG14,Baltimore County,4,3,11,004-003,LIBERTARIAN,7,0,1,0,15,53.33
GG14,Baltimore County,4,3,11,004-003,OTHER PARTIES,9,3,1,0,29,44.83
GG14,Baltimore County,4,3,11,004-003,REPUBLICAN,294,81,20,10,741,54.66
GG14,Baltimore County,4,3,11,004-003,UNAFFILIATED,120,21,3,1,427,33.96
GG14,Baltimore County,4,2,10,004-004,DEMOCRAT,859,348,27,11,2345,53.09
GG14,Baltimore County,4,2,10,004-004,GREEN,1,1,0,0,4,50.00
GG14,Baltimore County,4,2,10,004-004,LIBERTARIAN,4,1,0,0,12,41.67
GG14,Baltimore County,4,2,10,004-004,OTHER PARTIES,17,4,3,0,45,53.33
GG14,Baltimore County,4,2,10,004-004,REPUBLICAN,359,128,11,2,836,59.81
GG14,Baltimore County,4,2,10,004-004,UNAFFILIATED,174,41,4,3,619,35.86
GG14,Baltimore County,4,2,10,004-005,DEMOCRAT,464,138,11,16,1380,45.58
GG14,Baltimore County,4,2,10,004-005,GREEN,1,0,0,0,11,9.09
GG14,Baltimore County,4,2,10,004-005,LIBERTARIAN,4,0,0,0,18,22.22
GG14,Baltimore County,4,2,10,004-005,OTHER PARTIES,4,2,0,0,17,35.29
GG14,Baltimore County,4,2,10,004-005,REPUBLICAN,208,73,9,0,534,54.31
GG14,Baltimore County,4,2,10,004-005,UNAFFILIATED,108,20,2,4,497,26.96
GG14,Baltimore County,4,2,10,004-006,DEMOCRAT,452,190,7,14,1538,43.11
GG14,Baltimore County,4,2,10,004-006,GREEN,1,0,0,0,8,12.50
GG14,Baltimore County,4,2,10,004-006,LIBERTARIAN,1,0,0,0,5,20.00
GG14,Baltimore County,4,2,10,004-006,OTHER PARTIES,4,1,0,0,17,29.41
GG14,Baltimore County,4,2,10,004-006,REPUBLICAN,236,55,10,1,575,52.52
GG14,Baltimore County,4,2,10,004-006,UNAFFILIATED,98,14,1,2,478,24.06
GG14,Baltimore County,4,7,10,004-007,DEMOCRAT,701,310,24,15,2011,52.21
GG14,Baltimore County,4,7,10,004-007,GREEN,0,1,0,0,5,20.00
GG14,Baltimore County,4,7,10,004-007,LIBERTARIAN,6,0,0,0,15,40.00
GG14,Baltimore County,4,7,10,004-007,OTHER PARTIES,16,5,3,0,37,64.86
GG14,Baltimore County,4,7,10,004-007,REPUBLICAN,417,146,22,4,972,60.60
GG14,Baltimore County,4,7,10,004-007,UNAFFILIATED,187,50,2,7,705,34.89
GG14,Baltimore County,4,2,10,004-008,DEMOCRAT,649,245,23,9,1748,52.97
GG14,Baltimore County,4,2,10,004-008,GREEN,2,1,1,0,9,44.44
GG14,Baltimore County,4,2,10,004-008,LIBERTARIAN,7,0,0,0,16,43.75
GG14,Baltimore County,4,2,10,004-008,OTHER PARTIES,20,5,3,0,43,65.12
GG14,Baltimore County,4,2,10,004-008,REPUBLICAN,493,136,18,7,1027,63.68
GG14,Baltimore County,4,2,10,004-008,UNAFFILIATED,150,56,7,4,606,35.81
GG14,Baltimore County,4,7,10,004-009,DEMOCRAT,290,67,8,1,641,57.10
GG14,Baltimore County,4,7,10,004-009,GREEN,0,0,0,0,7,0.00
GG14,Baltimore County,4,7,10,004-009,LIBERTARIAN,2,1,0,0,10,30.00
GG14,Baltimore County,4,7,10,004-009,OTHER PARTIES,9,1,1,0,22,50.00
GG14,Baltimore County,4,7,10,004-009,REPUBLICAN,430,59,7,10,739,68.47
GG14,Baltimore County,4,7,10,004-009,UNAFFILIATED,135,16,3,2,370,42.16
GG14,Baltimore County,4,2,10,004-010,DEMOCRAT,333,174,45,8,1111,50.41
GG14,Baltimore County,4,2,10,004-010,GREEN,3,0,0,0,4,75.00
GG14,Baltimore County,4,2,10,004-010,LIBERTARIAN,4,0,0,1,11,45.45
GG14,Baltimore County,4,2,10,004-010,OTHER PARTIES,5,3,0,0,24,33.33
GG14,Baltimore County,4,2,10,004-010,REPUBLICAN,166,41,9,3,404,54.21
GG14,Baltimore County,4,2,10,004-010,UNAFFILIATED,93,14,6,1,353,32.29
GG14,Baltimore County,4,2,10,004-011,DEMOCRAT,54,32,1,2,181,49.17
GG14,Baltimore County,4,2,10,004-011,GREEN,0,0,0,0,2,0.00
GG14,Baltimore County,4,2,10,004-011,LIBERTARIAN,2,0,0,0,3,66.67
GG14,Baltimore County,4,2,10,004-011,OTHER PARTIES,4,1,2,0,8,87.50
GG14,Baltimore County,4,2,10,004-011,REPUBLICAN,82,20,0,2,166,62.65
GG14,Baltimore County,4,2,10,004-011,UNAFFILIATED,12,6,0,0,65,27.69
GG14,Baltimore County,4,2,10,004-012,DEMOCRAT,913,413,22,26,2604,52.76
GG14,Baltimore County,4,2,10,004-012,GREEN,2,0,0,0,10,20.00
GG14,Baltimore County,4,2,10,004-012,LIBERTARIAN,6,1,0,0,17,41.18
GG14,Baltimore County,4,2,10,004-012,OTHER PARTIES,14,8,0,0,41,53.66
GG14,Baltimore County,4,2,10,004-012,REPUBLICAN,299,88,13,4,709,56.98
GG14,Baltimore County,4,2,10,004-012,UNAFFILIATED,200,43,7,9,737,35.14
GG14,Baltimore County,4,2,10,004-013,DEMOCRAT,150,29,10,4,292,66.10
GG14,Baltimore County,4,2,10,004-013,GREEN,0,0,0,0,2,0.00
GG14,Baltimore County,4,2,10,004-013,LIBERTARIAN,0,0,0,0,1,0.00
GG14,Baltimore County,4,2,10,004-013,OTHER PARTIES,8,0,0,0,17,47.06
GG14,Baltimore County,4,2,10,004-013,REPUBLICAN,88,20,4,4,179,64.80
GG14,Baltimore County,4,2,10,004-013,UNAFFILIATED,38,7,0,0,110,40.91
GG14,Baltimore County,4,3,11,004-014,DEMOCRAT,565,168,20,17,1955,39.39
GG14,Baltimore County,4,3,11,004-014,GREEN,2,0,0,0,5,40.00
GG14,Baltimore County,4,3,11,004-014,LIBERTARIAN,3,1,0,0,11,36.36
GG14,Baltimore County,4,3,11,004-014,OTHER PARTIES,3,2,0,0,10,50.00
GG14,Baltimore County,4,3,11,004-014,REPUBLICAN,80,23,3,1,278,38.49
GG14,Baltimore County,4,3,11,004-014,UNAFFILIATED,61,16,2,1,363,22.04
GG14,Baltimore County,4,2,11,004-015,DEMOCRAT,27,12,2,0,105,39.05
GG14,Baltimore County,4,2,11,004-015,GREEN,0,0,0,0,0,0.00
GG14,Baltimore County,4,2,11,004-015,LIBERTARIAN,1,0,0,0,1,100.00
GG14,Baltimore County,4,2,11,004-015,OTHER PARTIES,0,0,0,0,1,0.00
GG14,Baltimore County,4,2,11,004-015,REPUBLICAN,4,5,0,0,20,45.00
GG14,Baltimore County,4,2,11,004-015,UNAFFILIATED,5,5,1,0,37,29.73
GG14,Baltimore County,4,7,42B,005-001,DEMOCRAT,413,81,24,5,878,59.57
GG14,Baltimore County,4,7,42B,005-001,GREEN,2,0,0,0,5,40.00
GG14,Baltimore County,4,7,42B,005-001,LIBERTARIAN,6,1,0,0,20,35.00
GG14,Baltimore County,4,7,42B,005-001,OTHER PARTIES,17,5,0,1,30,76.67
GG14,Baltimore County,4,7,42B,005-001,REPUBLICAN,767,97,22,14,1277,70.48
GG14,Baltimore County,4,7,42B,005-001,UNAFFILIATED,171,25,5,2,466,43.56
GG14,Baltimore County,4,7,10,005-002,DEMOCRAT,100,26,3,0,207,62.32
GG14,Baltimore County,4,7,10,005-002,GREEN,0,0,0,0,0,0.00
GG14,Baltimore County,4,7,10,005-002,LIBERTARIAN,2,0,0,0,5,40.00
GG14,Baltimore County,4,7,10,005-002,OTHER PARTIES,2,0,0,0,7,28.57
GG14,Baltimore County,4,7,10,005-002,REPUBLICAN,203,52,5,0,387,67.18
GG14,Baltimore County,4,7,10,005-002,UNAFFILIATED,48,5,1,0,113,47.79
GG14,Baltimore County,4,1,42B,006-001,DEMOCRAT,289,34,9,3,611,54.83
GG14,Baltimore County,4,1,42B,006-001,GREEN,4,0,0,0,9,44.44
GG14,Baltimore County,4,1,42B,006-001,LIBERTARIAN,4,0,0,0,8,50.00
GG14,Baltimore County,4,1,42B,006-001,OTHER PARTIES,13,0,2,1,29,55.17
GG14,Baltimore County,4,1,42B,006-001,REPUBLICAN,530,63,11,13,980,62.96
GG14,Baltimore County,4,1,42B,006-001,UNAFFILIATED,127,17,1,6,330,45.76
GG14,Baltimore County,4,1,42B,006-002,DEMOCRAT,362,40,9,0,765,53.73
GG14,Baltimore County,4,1,42B,006-002,GREEN,2,0,0,0,7,28.57
GG14,Baltimore County,4,1,42B,006-002,LIBERTARIAN,4,2,0,0,10,60.00
GG14,Baltimore County,4,1,42B,006-002,OTHER PARTIES,14,3,1,0,28,64.29
GG14,Baltimore County,4,1,42B,006-002,REPUBLICAN,647,61,13,0,1133,63.64
GG14,Baltimore County,4,1,42B,006-002,UNAFFILIATED,153,10,5,0,397,42.32
GG14,Baltimore County,4,1,7,007-001,DEMOCRAT,489,38,10,3,938,57.57
GG14,Baltimore County,4,1,7,007-001,GREEN,8,0,0,0,14,57.14
GG14,Baltimore County,4,1,7,007-001,LIBERTARIAN,9,0,1,0,20,50.00
GG14,Baltimore County,4,1,7,007-001,OTHER PARTIES,15,1,2,0,37,48.65
GG14,Baltimore County,4,1,7,007-001,REPUBLICAN,860,50,25,3,1395,67.24
GG14,Baltimore County,4,1,7,007-001,UNAFFILIATED,185,9,4,1,490,40.61
GG14,Baltimore County,4,7,7,007-002,DEMOCRAT,209,14,3,5,370,62.43
GG14,Baltimore County,4,7,7,007-002,GREEN,0,0,0,0,4,0.00
GG14,Baltimore County,4,7,7,007-002,LIBERTARIAN,2,1,0,0,7,42.86
GG14,Baltimore County,4,7,7,007-002,OTHER PARTIES,8,0,1,1,11,90.91
GG14,Baltimore County,4,7,7,007-002,REPUBLICAN,332,25,9,2,537,68.53
GG14,Baltimore County,4,7,7,007-002,UNAFFILIATED,72,5,0,1,179,43.58
GG14,Baltimore County,4,7,42B,007-003,DEMOCRAT,431,64,10,4,877,58.04
GG14,Baltimore County,4,7,42B,007-003,GREEN,4,1,0,0,9,55.56
GG14,Baltimore County,4,7,42B,007-003,LIBERTARIAN,7,0,0,0,12,58.33
GG14,Baltimore County,4,7,42B,007-003,OTHER PARTIES,21,4,2,0,38,71.05
GG14,Baltimore County,4,7,42B,007-003,REPUBLICAN,643,96,14,9,1113,68.46
GG14,Baltimore County,4,7,42B,007-003,UNAFFILIATED,161,16,4,5,380,48.95
GG14,Baltimore County,4,7,42B,008-001,DEMOCRAT,367,106,47,7,944,55.83
GG14,Baltimore County,4,7,42B,008-001,GREEN,3,1,0,0,7,57.14
GG14,Baltimore County,4,7,42B,008-001,LIBERTARIAN,1,2,1,0,15,26.67
GG14,Baltimore County,4,7,42B,008-001,OTHER PARTIES,8,2,2,0,25,48.00
GG14,Baltimore County,4,7,42B,008-001,REPUBLICAN,520,111,40,12,1040,65.67
GG14,Baltimore County,4,7,42B,008-001,UNAFFILIATED,128,15,4,2,420,35.48
GG14,Baltimore County,4,2,11,008-002,DEMOCRAT,304,175,57,5,878,61.62
GG14,Baltimore County,4,2,11,008-002,GREEN,0,2,0,0,5,40.00
GG14,Baltimore County,4,2,11,008-002,LIBERTARIAN,6,1,0,0,8,87.50
GG14,Baltimore County,4,2,11,008-002,OTHER PARTIES,17,11,4,1,43,76.74
GG14,Baltimore County,4,2,11,008-002,REPUBLICAN,410,216,43,10,963,70.51
GG14,Baltimore County,4,2,11,008-002,UNAFFILIATED,76,46,7,1,289,44.98
GG14,Baltimore County,4,1,42B,008-003,DEMOCRAT,320,81,15,4,686,61.22
GG14,Baltimore County,4,1,42B,008-003,GREEN,4,1,0,0,7,71.43
GG14,Baltimore County,4,1,42B,008-003,LIBERTARIAN,2,1,0,0,7,42.86
GG14,Baltimore County,4,1,42B,008-003,OTHER PARTIES,6,3,2,0,23,47.83
GG14,Baltimore County,4,1,42B,008-003,REPUBLICAN,301,51,9,3,565,64.42
GG14,Baltimore County,4,1,42B,008-003,UNAFFILIATED,123,13,1,2,322,43.17
GG14,Baltimore County,4,2,42B,008-004,DEMOCRAT,507,79,16,1,952,63.34
GG14,Baltimore County,4,2,42B,008-004,GREEN,0,0,0,0,3,0.00
GG14,Baltimore County,4,2,42B,008-004,LIBERTARIAN,4,0,0,0,13,30.77
GG14,Baltimore County,4,2,42B,008-004,OTHER PARTIES,20,2,3,0,32,78.13
GG14,Baltimore County,4,2,42B,008-004,REPUBLICAN,569,96,12,4,1002,67.96
GG14,Baltimore County,4,2,42B,008-004,UNAFFILIATED,167,22,3,2,438,44.29
GG14,Baltimore County,4,2,42B,008-005,DEMOCRAT,153,31,86,21,471,61.78
GG14,Baltimore County,4,2,42B,008-005,GREEN,0,0,0,0,0,0.00
GG14,Baltimore County,4,2,42B,008-005,LIBERTARIAN,0,0,0,0,1,0.00
GG14,Baltimore County,4,2,42B,008-005,OTHER PARTIES,1,1,0,1,8,37.50
GG14,Baltimore County,4,2,42B,008-005,REPUBLICAN,190,22,63,7,425,66.35
GG14,Baltimore County,4,2,42B,008-005,UNAFFILIATED,18,5,5,6,60,56.67
GG14,Baltimore County,4,2,11,008-006,DEMOCRAT,638,109,11,30,2293,34.37
GG14,Baltimore County,4,2,11,008-006,GREEN,4,0,0,0,8,50.00
GG14,Baltimore County,4,2,11,008-006,LIBERTARIAN,7,1,0,0,19,42.11
GG14,Baltimore County,4,2,11,008-006,OTHER PARTIES,16,1,0,1,35,51.43
GG14,Baltimore County,4,2,11,008-006,REPUBLICAN,231,56,10,15,675,46.22
GG14,Baltimore County,4,2,11,008-006,UNAFFILIATED,165,19,4,8,810,24.20
GG14,Baltimore County,4,2,11,008-007,DEMOCRAT,403,50,11,10,1143,41.47
GG14,Baltimore County,4,2,11,008-007,GREEN,3,0,0,0,11,27.27
GG14,Baltimore County,4,2,11,008-007,LIBERTARIAN,4,0,0,0,10,40.00
GG14,Baltimore County,4,2,11,008-007,OTHER PARTIES,7,0,1,1,15,60.00
GG14,Baltimore County,4,2,11,008-007,REPUBLICAN,244,27,9,3,543,52.12
GG14,Baltimore County,4,2,11,008-007,UNAFFILIATED,129,11,2,3,460,31.52
GG14,Baltimore County,4,2,11,008-008,DEMOCRAT,322,186,39,8,1012,54.84
GG14,Baltimore County,4,2,11,008-008,GREEN,0,0,1,0,3,33.33
GG14,Baltimore County,4,2,11,008-008,LIBERTARIAN,6,0,0,0,13,46.15
GG14,Baltimore County,4,2,11,008-008,OTHER PARTIES,6,2,0,0,20,40.00
GG14,Baltimore County,4,2,11,008-008,REPUBLICAN,332,99,37,3,782,60.23
GG14,Baltimore County,4,2,11,008-008,UNAFFILIATED,90,27,5,0,373,32.71
GG14,Baltimore County,4,7,11,008-009,DEMOCRAT,520,77,18,11,1103,56.75
