"Election_Code","LBE","LBE_Code","Congressional_District_Code","Legislative_District_Code","Precinct","Party","Polls","Early_Voting","Absentee","Provisional","Eligible_Voters","Percentage"
"GG14","Baltimore City",3,7,"45","009-015","Republican",7,1,0,1,60,0.15
"GG14","Baltimore City",3,7,"45","009-015","Unaffiliated",17,0,1,0,120,0.15
"GG14","Baltimore City",3,7,"45","010-001","Democrat",294,30,5,10,891,0.38047138047138
"GG14","Baltimore City",3,7,"45","010-001","Green",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"45","010-001","Libertarian",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"45","010-001","Other Parties",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"45","010-001","Republican",4,0,1,1,34,0.176470588235294
"GG14","Baltimore City",3,7,"45","010-001","Unaffiliated",11,1,0,0,65,0.184615384615385
"GG14","Baltimore City",3,7,"45","010-002","Democrat",332,34,12,15,1050,0.374285714285714
"GG14","Baltimore City",3,7,"45","010-002","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"45","010-002","Libertarian",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"45","010-002","Other Parties",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"45","010-002","Republican",6,2,1,0,25,0.36
"GG14","Baltimore City",3,7,"45","010-002","Unaffiliated",4,0,0,1,63,0.0793650793650794
"GG14","Baltimore City",3,7,"46","010-003","Democrat",70,6,2,13,483,0.188405797101449
"GG14","Baltimore City",3,7,"46","010-003","Green",0,0,0,0,3,0
"GG14","Baltimore City",3,7,"46","010-003","Libertarian",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"46","010-003","Other Parties",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"46","010-003","Republican",3,1,0,0,24,0.166666666666667
"GG14","Baltimore City",3,7,"46","010-003","Unaffiliated",3,1,0,2,60,0.1
"GG14","Baltimore City",3,7,"45","010-004","Democrat",141,19,2,11,490,0.353061224489796
"GG14","Baltimore City",3,7,"45","010-004","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"45","010-004","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"45","010-004","Other Parties",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"45","010-004","Republican",4,0,0,0,21,0.19047619047619
"GG14","Baltimore City",3,7,"45","010-004","Unaffiliated",5,0,0,1,33,0.181818181818182
"GG14","Baltimore City",3,7,"45","011-001","Democrat",345,59,14,9,880,0.485227272727273
"GG14","Baltimore City",3,7,"45","011-001","Green",6,0,1,0,17,0.411764705882353
"GG14","Baltimore City",3,7,"45","011-001","Libertarian",3,0,0,1,14,0.285714285714286
"GG14","Baltimore City",3,7,"45","011-001","Other Parties",2,0,0,0,6,0.333333333333333
"GG14","Baltimore City",3,7,"45","011-001","Republican",38,2,1,1,117,0.358974358974359
"GG14","Baltimore City",3,7,"45","011-001","Unaffiliated",89,13,4,4,335,0.328358208955224
"GG14","Baltimore City",3,7,"45","011-002","Democrat",135,9,3,15,297,0.545454545454545
"GG14","Baltimore City",3,7,"45","011-002","Green",3,0,0,0,4,0.75
"GG14","Baltimore City",3,7,"45","011-002","Libertarian",0,0,0,0,4,0
"GG14","Baltimore City",3,7,"45","011-002","Other Parties",1,1,0,0,4,0.5
"GG14","Baltimore City",3,7,"45","011-002","Republican",5,4,0,0,25,0.36
"GG14","Baltimore City",3,7,"45","011-002","Unaffiliated",22,3,2,4,76,0.407894736842105
"GG14","Baltimore City",3,7,"40","011-003","Democrat",426,57,16,7,1027,0.49269717624148
"GG14","Baltimore City",3,7,"40","011-003","Green",1,0,0,0,8,0.125
"GG14","Baltimore City",3,7,"40","011-003","Libertarian",1,0,0,0,5,0.2
"GG14","Baltimore City",3,7,"40","011-003","Other Parties",3,1,1,0,8,0.625
"GG14","Baltimore City",3,7,"40","011-003","Republican",39,2,0,2,102,0.42156862745098
"GG14","Baltimore City",3,7,"40","011-003","Unaffiliated",55,6,2,1,259,0.247104247104247
"GG14","Baltimore City",3,7,"44A","011-004","Democrat",10,1,2,23,58,0.620689655172414
"GG14","Baltimore City",3,7,"44A","011-004","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"44A","011-004","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"44A","011-004","Other Parties",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"44A","011-004","Republican",1,0,0,1,2,1
"GG14","Baltimore City",3,7,"44A","011-004","Unaffiliated",0,0,0,1,4,0.25
"GG14","Baltimore City",3,7,"40","011-005","Democrat",239,55,15,7,975,0.324102564102564
"GG14","Baltimore City",3,7,"40","011-005","Green",1,0,0,0,9,0.111111111111111
"GG14","Baltimore City",3,7,"40","011-005","Libertarian",3,0,0,0,6,0.5
"GG14","Baltimore City",3,7,"40","011-005","Other Parties",1,0,0,0,6,0.166666666666667
"GG14","Baltimore City",3,7,"40","011-005","Republican",13,0,1,2,56,0.285714285714286
"GG14","Baltimore City",3,7,"40","011-005","Unaffiliated",47,6,2,2,211,0.270142180094787
"GG14","Baltimore City",3,7,"40","011-006","Democrat",441,60,24,44,1252,0.454472843450479
"GG14","Baltimore City",3,7,"40","011-006","Green",4,0,0,1,12,0.416666666666667
"GG14","Baltimore City",3,7,"40","011-006","Libertarian",0,0,0,0,9,0
"GG14","Baltimore City",3,7,"40","011-006","Other Parties",5,0,1,0,14,0.428571428571429
"GG14","Baltimore City",3,7,"40","011-006","Republican",39,1,4,4,142,0.338028169014085
"GG14","Baltimore City",3,7,"40","011-006","Unaffiliated",83,3,2,3,362,0.251381215469613
"GG14","Baltimore City",3,7,"45","011-007","Democrat",322,31,5,15,686,0.543731778425656
"GG14","Baltimore City",3,7,"45","011-007","Green",5,0,0,0,11,0.454545454545455
"GG14","Baltimore City",3,7,"45","011-007","Libertarian",1,0,0,0,9,0.111111111111111
"GG14","Baltimore City",3,7,"45","011-007","Other Parties",1,1,0,0,5,0.4
"GG14","Baltimore City",3,7,"45","011-007","Republican",32,2,0,2,70,0.514285714285714
"GG14","Baltimore City",3,7,"45","011-007","Unaffiliated",75,3,2,3,244,0.340163934426229
"GG14","Baltimore City",3,3,"43","012-001","Democrat",841,140,40,7,1814,0.56670341786108
"GG14","Baltimore City",3,3,"43","012-001","Green",5,0,0,0,14,0.357142857142857
"GG14","Baltimore City",3,3,"43","012-001","Libertarian",0,0,0,0,6,0
"GG14","Baltimore City",3,3,"43","012-001","Other Parties",3,0,2,0,13,0.384615384615385
"GG14","Baltimore City",3,3,"43","012-001","Republican",123,20,4,2,305,0.488524590163934
"GG14","Baltimore City",3,3,"43","012-001","Unaffiliated",106,10,2,1,475,0.250526315789474
"GG14","Baltimore City",3,7,"43","012-002","Democrat",71,21,5,8,164,0.640243902439024
"GG14","Baltimore City",3,7,"43","012-002","Green",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"43","012-002","Libertarian",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"43","012-002","Other Parties",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"43","012-002","Republican",22,0,2,0,42,0.571428571428571
"GG14","Baltimore City",3,7,"43","012-002","Unaffiliated",7,0,1,4,30,0.4
"GG14","Baltimore City",3,7,"43","012-003","Democrat",167,9,0,2,370,0.481081081081081
"GG14","Baltimore City",3,7,"43","012-003","Green",4,0,0,0,6,0.666666666666667
"GG14","Baltimore City",3,7,"43","012-003","Libertarian",2,1,0,0,8,0.375
"GG14","Baltimore City",3,7,"43","012-003","Other Parties",1,0,0,0,5,0.2
"GG14","Baltimore City",3,7,"43","012-003","Republican",14,2,1,1,44,0.409090909090909
"GG14","Baltimore City",3,7,"43","012-003","Unaffiliated",31,1,0,5,117,0.316239316239316
"GG14","Baltimore City",3,7,"43","012-004","Democrat",231,42,20,0,923,0.317443120260022
"GG14","Baltimore City",3,7,"43","012-004","Green",3,1,0,0,15,0.266666666666667
"GG14","Baltimore City",3,7,"43","012-004","Libertarian",0,0,1,0,15,0.0666666666666667
"GG14","Baltimore City",3,7,"43","012-004","Other Parties",0,0,0,0,8,0
"GG14","Baltimore City",3,7,"43","012-004","Republican",23,3,2,0,124,0.225806451612903
"GG14","Baltimore City",3,7,"43","012-004","Unaffiliated",41,6,1,0,435,0.110344827586207
"GG14","Baltimore City",3,7,"43","012-005","Democrat",242,41,6,7,746,0.396782841823056
"GG14","Baltimore City",3,7,"43","012-005","Green",3,0,1,0,19,0.210526315789474
"GG14","Baltimore City",3,7,"43","012-005","Libertarian",0,1,0,0,2,0.5
"GG14","Baltimore City",3,7,"43","012-005","Other Parties",0,0,0,0,5,0
"GG14","Baltimore City",3,7,"43","012-005","Republican",17,3,0,1,66,0.318181818181818
"GG14","Baltimore City",3,7,"43","012-005","Unaffiliated",36,9,2,0,236,0.199152542372881
"GG14","Baltimore City",3,7,"43","012-006","Democrat",199,24,1,14,486,0.489711934156379
"GG14","Baltimore City",3,7,"43","012-006","Green",5,1,0,0,16,0.375
"GG14","Baltimore City",3,7,"43","012-006","Libertarian",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"43","012-006","Other Parties",3,0,0,0,6,0.5
"GG14","Baltimore City",3,7,"43","012-006","Republican",14,2,0,1,48,0.354166666666667
"GG14","Baltimore City",3,7,"43","012-006","Unaffiliated",40,0,1,0,183,0.224043715846995
"GG14","Baltimore City",3,7,"43","012-007","Democrat",377,25,5,15,1043,0.404602109300096
"GG14","Baltimore City",3,7,"43","012-007","Green",2,0,0,1,10,0.3
"GG14","Baltimore City",3,7,"43","012-007","Libertarian",3,0,0,0,5,0.6
"GG14","Baltimore City",3,7,"43","012-007","Other Parties",3,0,0,1,10,0.4
"GG14","Baltimore City",3,7,"43","012-007","Republican",7,1,1,2,41,0.268292682926829
"GG14","Baltimore City",3,7,"43","012-007","Unaffiliated",32,2,0,0,169,0.201183431952663
"GG14","Baltimore City",3,7,"43","012-008","Democrat",323,39,22,18,773,0.520051746442432
"GG14","Baltimore City",3,7,"43","012-008","Green",8,0,0,0,26,0.307692307692308
"GG14","Baltimore City",3,7,"43","012-008","Libertarian",2,0,0,1,10,0.3
"GG14","Baltimore City",3,7,"43","012-008","Other Parties",1,0,0,0,5,0.2
"GG14","Baltimore City",3,7,"43","012-008","Republican",19,4,2,0,62,0.403225806451613
"GG14","Baltimore City",3,7,"43","012-008","Unaffiliated",48,2,3,3,215,0.26046511627907
"GG14","Baltimore City",3,7,"43","012-009","Democrat",324,21,5,9,1008,0.356150793650794
"GG14","Baltimore City",3,7,"43","012-009","Green",6,0,0,0,16,0.375
"GG14","Baltimore City",3,7,"43","012-009","Libertarian",5,0,0,0,9,0.555555555555556
"GG14","Baltimore City",3,7,"43","012-009","Other Parties",3,0,1,2,6,1
"GG14","Baltimore City",3,7,"43","012-009","Republican",36,6,0,0,120,0.35
"GG14","Baltimore City",3,7,"43","012-009","Unaffiliated",65,5,2,4,258,0.294573643410853
"GG14","Baltimore City",3,7,"43","012-010","Democrat",322,38,7,37,1062,0.380414312617702
"GG14","Baltimore City",3,7,"43","012-010","Green",2,2,0,0,9,0.444444444444444
"GG14","Baltimore City",3,7,"43","012-010","Libertarian",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"43","012-010","Other Parties",0,0,0,0,5,0
"GG14","Baltimore City",3,7,"43","012-010","Republican",10,2,0,1,74,0.175675675675676
"GG14","Baltimore City",3,7,"43","012-010","Unaffiliated",35,7,1,4,186,0.252688172043011
"GG14","Baltimore City",3,7,"43","012-011","Democrat",192,15,2,21,648,0.354938271604938
"GG14","Baltimore City",3,7,"43","012-011","Green",4,0,0,0,6,0.666666666666667
"GG14","Baltimore City",3,7,"43","012-011","Libertarian",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"43","012-011","Other Parties",3,0,0,1,4,1
"GG14","Baltimore City",3,7,"43","012-011","Republican",11,0,1,1,36,0.361111111111111
"GG14","Baltimore City",3,7,"43","012-011","Unaffiliated",19,2,0,3,96,0.25
"GG14","Baltimore City",3,7,"45","012-012","Democrat",257,30,6,14,843,0.36417556346382
"GG14","Baltimore City",3,7,"45","012-012","Green",2,2,0,1,9,0.555555555555556
"GG14","Baltimore City",3,7,"45","012-012","Libertarian",1,0,0,0,7,0.142857142857143
"GG14","Baltimore City",3,7,"45","012-012","Other Parties",0,0,0,0,3,0
"GG14","Baltimore City",3,7,"45","012-012","Republican",9,1,0,1,47,0.234042553191489
"GG14","Baltimore City",3,7,"45","012-012","Unaffiliated",39,3,0,2,173,0.254335260115607
"GG14","Baltimore City",3,3,"41","013-001","Democrat",316,22,55,34,712,0.599719101123595
"GG14","Baltimore City",3,3,"41","013-001","Green",0,0,0,0,3,0
"GG14","Baltimore City",3,3,"41","013-001","Libertarian",1,0,0,0,4,0.25
"GG14","Baltimore City",3,3,"41","013-001","Other Parties",1,0,1,1,6,0.5
"GG14","Baltimore City",3,3,"41","013-001","Republican",40,2,6,3,89,0.573033707865168
"GG14","Baltimore City",3,3,"41","013-001","Unaffiliated",43,1,8,3,129,0.426356589147287
"GG14","Baltimore City",3,3,"40","013-002","Democrat",295,23,8,5,727,0.455295735900963
"GG14","Baltimore City",3,3,"40","013-002","Green",11,0,0,1,15,0.8
"GG14","Baltimore City",3,3,"40","013-002","Libertarian",0,0,0,0,3,0
"GG14","Baltimore City",3,3,"40","013-002","Other Parties",2,0,0,0,4,0.5
"GG14","Baltimore City",3,3,"40","013-002","Republican",52,2,0,4,130,0.446153846153846
"GG14","Baltimore City",3,3,"40","013-002","Unaffiliated",50,3,0,3,183,0.306010928961749
"GG14","Baltimore City",3,3,"40","013-003","Democrat",419,32,13,24,1143,0.426946631671041
"GG14","Baltimore City",3,3,"40","013-003","Green",7,0,0,0,25,0.28
"GG14","Baltimore City",3,3,"40","013-003","Libertarian",3,0,1,0,11,0.363636363636364
"GG14","Baltimore City",3,3,"40","013-003","Other Parties",4,0,0,0,11,0.363636363636364
"GG14","Baltimore City",3,3,"40","013-003","Republican",94,1,3,1,218,0.454128440366972
"GG14","Baltimore City",3,3,"40","013-003","Unaffiliated",109,8,1,6,448,0.276785714285714
"GG14","Baltimore City",3,3,"40","013-004","Democrat",262,9,1,6,562,0.494661921708185
"GG14","Baltimore City",3,3,"40","013-004","Green",6,0,0,0,12,0.5
"GG14","Baltimore City",3,3,"40","013-004","Libertarian",2,0,0,0,4,0.5
"GG14","Baltimore City",3,3,"40","013-004","Other Parties",2,1,0,0,5,0.6
"GG14","Baltimore City",3,3,"40","013-004","Republican",88,4,3,2,178,0.544943820224719
"GG14","Baltimore City",3,3,"40","013-004","Unaffiliated",57,6,0,2,212,0.306603773584906
"GG14","Baltimore City",3,3,"40","013-005","Democrat",221,17,21,2,535,0.48785046728972
"GG14","Baltimore City",3,3,"40","013-005","Green",6,0,0,0,12,0.5
"GG14","Baltimore City",3,3,"40","013-005","Libertarian",3,0,1,0,9,0.444444444444444
"GG14","Baltimore City",3,3,"40","013-005","Other Parties",0,0,0,0,1,0
"GG14","Baltimore City",3,3,"40","013-005","Republican",36,3,3,1,94,0.457446808510638
"GG14","Baltimore City",3,3,"40","013-005","Unaffiliated",56,2,4,2,208,0.307692307692308
"GG14","Baltimore City",3,7,"40","013-006","Democrat",178,22,2,5,540,0.383333333333333
"GG14","Baltimore City",3,7,"40","013-006","Green",0,0,0,0,4,0
"GG14","Baltimore City",3,7,"40","013-006","Libertarian",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"40","013-006","Other Parties",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"40","013-006","Republican",1,1,0,1,18,0.166666666666667
"GG14","Baltimore City",3,7,"40","013-006","Unaffiliated",11,0,0,1,64,0.1875
"GG14","Baltimore City",3,7,"40","013-007","Democrat",335,39,3,27,1205,0.335269709543568
"GG14","Baltimore City",3,7,"40","013-007","Green",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"40","013-007","Libertarian",0,1,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"40","013-007","Other Parties",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"40","013-007","Republican",4,2,1,1,37,0.216216216216216
"GG14","Baltimore City",3,7,"40","013-007","Unaffiliated",15,6,0,1,111,0.198198198198198
"GG14","Baltimore City",3,7,"40","013-008","Democrat",457,58,11,27,1361,0.406318883174137
"GG14","Baltimore City",3,7,"40","013-008","Green",0,0,0,0,10,0
"GG14","Baltimore City",3,7,"40","013-008","Libertarian",3,0,0,0,5,0.6
"GG14","Baltimore City",3,7,"40","013-008","Other Parties",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"40","013-008","Republican",3,1,2,1,50,0.14
"GG14","Baltimore City",3,7,"40","013-008","Unaffiliated",39,4,0,0,156,0.275641025641026
"GG14","Baltimore City",3,7,"40","013-009","Democrat",285,38,5,22,917,0.381679389312977
"GG14","Baltimore City",3,7,"40","013-009","Green",2,0,0,0,4,0.5
"GG14","Baltimore City",3,7,"40","013-009","Libertarian",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"40","013-009","Other Parties",0,0,0,0,3,0
"GG14","Baltimore City",3,7,"40","013-009","Republican",3,0,2,0,31,0.161290322580645
"GG14","Baltimore City",3,7,"40","013-009","Unaffiliated",13,3,0,3,81,0.234567901234568
"GG14","Baltimore City",3,7,"40","013-010","Democrat",417,75,6,24,1302,0.400921658986175
"GG14","Baltimore City",3,7,"40","013-010","Green",3,1,0,0,8,0.5
"GG14","Baltimore City",3,7,"40","013-010","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"40","013-010","Other Parties",1,0,0,0,5,0.2
"GG14","Baltimore City",3,7,"40","013-010","Republican",16,1,2,0,59,0.322033898305085
"GG14","Baltimore City",3,7,"40","013-010","Unaffiliated",42,6,0,4,164,0.317073170731707
"GG14","Baltimore City",3,7,"43","013-011","Democrat",417,43,10,15,1033,0.469506292352372
"GG14","Baltimore City",3,7,"43","013-011","Green",13,1,0,1,39,0.384615384615385
"GG14","Baltimore City",3,7,"43","013-011","Libertarian",2,0,0,0,19,0.105263157894737
"GG14","Baltimore City",3,7,"43","013-011","Other Parties",1,2,0,0,7,0.428571428571429
"GG14","Baltimore City",3,7,"43","013-011","Republican",98,4,4,1,216,0.49537037037037
"GG14","Baltimore City",3,7,"43","013-011","Unaffiliated",100,4,1,4,351,0.310541310541311
"GG14","Baltimore City",3,3,"40","013-012","Democrat",441,29,10,3,896,0.5390625
"GG14","Baltimore City",3,3,"40","013-012","Green",7,0,0,0,23,0.304347826086957
"GG14","Baltimore City",3,3,"40","013-012","Libertarian",3,1,0,0,6,0.666666666666667
"GG14","Baltimore City",3,3,"40","013-012","Other Parties",1,0,1,1,8,0.375
"GG14","Baltimore City",3,3,"40","013-012","Republican",67,1,3,2,151,0.483443708609272
"GG14","Baltimore City",3,3,"40","013-012","Unaffiliated",93,4,1,2,310,0.32258064516129
"GG14","Baltimore City",3,7,"40","013-013","Democrat",27,1,1,0,52,0.557692307692308
"GG14","Baltimore City",3,7,"40","013-013","Green",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"40","013-013","Libertarian",1,0,0,0,1,1
"GG14","Baltimore City",3,7,"40","013-013","Other Parties",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"40","013-013","Republican",3,0,0,0,10,0.3
"GG14","Baltimore City",3,7,"40","013-013","Unaffiliated",8,0,0,0,16,0.5
"GG14","Baltimore City",3,7,"40","014-001","Democrat",241,26,11,19,598,0.496655518394649
"GG14","Baltimore City",3,7,"40","014-001","Green",2,0,0,0,11,0.181818181818182
"GG14","Baltimore City",3,7,"40","014-001","Libertarian",3,0,0,0,6,0.5
"GG14","Baltimore City",3,7,"40","014-001","Other Parties",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"40","014-001","Republican",17,2,2,0,47,0.446808510638298
"GG14","Baltimore City",3,7,"40","014-001","Unaffiliated",32,0,0,3,163,0.214723926380368
"GG14","Baltimore City",3,7,"40","014-002","Democrat",208,27,20,4,591,0.43824027072758
"GG14","Baltimore City",3,7,"40","014-002","Green",3,0,0,0,7,0.428571428571429
"GG14","Baltimore City",3,7,"40","014-002","Libertarian",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"40","014-002","Other Parties",2,0,0,0,7,0.285714285714286
"GG14","Baltimore City",3,7,"40","014-002","Republican",8,0,1,1,29,0.344827586206897
"GG14","Baltimore City",3,7,"40","014-002","Unaffiliated",21,4,1,0,103,0.252427184466019
"GG14","Baltimore City",3,7,"44A","014-003","Democrat",174,14,5,14,630,0.328571428571429
"GG14","Baltimore City",3,7,"44A","014-003","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"44A","014-003","Libertarian",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"44A","014-003","Other Parties",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"44A","014-003","Republican",5,0,1,0,17,0.352941176470588
"GG14","Baltimore City",3,7,"44A","014-003","Unaffiliated",15,1,0,1,65,0.261538461538462
"GG14","Baltimore City",3,7,"44A","014-004","Democrat",551,80,8,36,1680,0.401785714285714
"GG14","Baltimore City",3,7,"44A","014-004","Green",2,0,1,0,5,0.6
"GG14","Baltimore City",3,7,"44A","014-004","Libertarian",5,0,0,0,8,0.625
"GG14","Baltimore City",3,7,"44A","014-004","Other Parties",2,2,0,0,10,0.4
"GG14","Baltimore City",3,7,"44A","014-004","Republican",23,10,0,0,91,0.362637362637363
"GG14","Baltimore City",3,7,"44A","014-004","Unaffiliated",28,3,2,4,184,0.201086956521739
"GG14","Baltimore City",3,7,"40","014-005","Democrat",109,20,2,31,399,0.406015037593985
"GG14","Baltimore City",3,7,"40","014-005","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"40","014-005","Libertarian",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"40","014-005","Other Parties",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"40","014-005","Republican",3,0,1,0,23,0.173913043478261
"GG14","Baltimore City",3,7,"40","014-005","Unaffiliated",7,0,0,3,28,0.357142857142857
"GG14","Baltimore City",3,7,"41","015-001","Democrat",374,116,21,7,1295,0.4
"GG14","Baltimore City",3,7,"41","015-001","Green",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"41","015-001","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"41","015-001","Other Parties",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"41","015-001","Republican",4,1,3,0,26,0.307692307692308
"GG14","Baltimore City",3,7,"41","015-001","Unaffiliated",12,4,0,0,91,0.175824175824176
"GG14","Baltimore City",3,7,"41","015-002","Democrat",185,58,29,9,684,0.410818713450292
"GG14","Baltimore City",3,7,"41","015-002","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"41","015-002","Libertarian",1,0,0,0,2,0.5
"GG14","Baltimore City",3,7,"41","015-002","Other Parties",0,0,0,0,3,0
"GG14","Baltimore City",3,7,"41","015-002","Republican",4,1,0,2,16,0.4375
"GG14","Baltimore City",3,7,"41","015-002","Unaffiliated",8,0,0,1,57,0.157894736842105
"GG14","Baltimore City",3,7,"41","015-003","Democrat",599,224,41,28,1952,0.456967213114754
"GG14","Baltimore City",3,7,"41","015-003","Green",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"41","015-003","Libertarian",0,1,0,0,2,0.5
"GG14","Baltimore City",3,7,"41","015-003","Other Parties",1,0,0,0,4,0.25
"GG14","Baltimore City",3,7,"41","015-003","Republican",6,10,0,1,52,0.326923076923077
"GG14","Baltimore City",3,7,"41","015-003","Unaffiliated",26,3,0,4,139,0.237410071942446
"GG14","Baltimore City",3,7,"40","015-004","Democrat",197,65,1,13,612,0.450980392156863
"GG14","Baltimore City",3,7,"40","015-004","Green",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"40","015-004","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"40","015-004","Other Parties",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"40","015-004","Republican",5,1,0,0,25,0.24
"GG14","Baltimore City",3,7,"40","015-004","Unaffiliated",12,4,0,0,54,0.296296296296296
"GG14","Baltimore City",3,7,"40","015-005","Democrat",358,167,23,17,1064,0.531015037593985
"GG14","Baltimore City",3,7,"40","015-005","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"40","015-005","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"40","015-005","Other Parties",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"40","015-005","Republican",8,1,0,0,22,0.409090909090909
"GG14","Baltimore City",3,7,"40","015-005","Unaffiliated",9,5,0,1,67,0.223880597014925
"GG14","Baltimore City",3,7,"40","015-006","Democrat",470,132,15,25,1488,0.431451612903226
"GG14","Baltimore City",3,7,"40","015-006","Green",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"40","015-006","Libertarian",1,0,0,0,1,1
"GG14","Baltimore City",3,7,"40","015-006","Other Parties",2,0,0,0,6,0.333333333333333
"GG14","Baltimore City",3,7,"40","015-006","Republican",4,0,0,1,37,0.135135135135135
"GG14","Baltimore City",3,7,"40","015-006","Unaffiliated",14,2,0,0,100,0.16
"GG14","Baltimore City",3,7,"41","015-007","Democrat",330,104,11,16,1149,0.401218450826806
"GG14","Baltimore City",3,7,"41","015-007","Green",0,1,0,0,1,1
"GG14","Baltimore City",3,7,"41","015-007","Libertarian",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"41","015-007","Other Parties",0,0,0,0,5,0
"GG14","Baltimore City",3,7,"41","015-007","Republican",4,1,0,1,36,0.166666666666667
"GG14","Baltimore City",3,7,"41","015-007","Unaffiliated",15,1,0,0,79,0.20253164556962
"GG14","Baltimore City",3,7,"41","015-008","Democrat",217,93,13,3,588,0.554421768707483
"GG14","Baltimore City",3,7,"41","015-008","Green",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"41","015-008","Libertarian",0,0,0,0,0,0
"GG14","Baltimore City",3,7,"41","015-008","Other Parties",1,1,0,0,3,0.666666666666667
"GG14","Baltimore City",3,7,"41","015-008","Republican",7,0,0,0,23,0.304347826086957
"GG14","Baltimore City",3,7,"41","015-008","Unaffiliated",12,3,0,0,43,0.348837209302326
"GG14","Baltimore City",3,7,"41","015-009","Democrat",585,197,25,18,2144,0.384794776119403
"GG14","Baltimore City",3,7,"41","015-009","Green",0,0,0,0,2,0
"GG14","Baltimore City",3,7,"41","015-009","Libertarian",1,0,0,0,3,0.333333333333333
"GG14","Baltimore City",3,7,"41","015-009","Other Parties",1,0,0,0,7,0.142857142857143
"GG14","Baltimore City",3,7,"41","015-009","Republican",13,0,0,1,61,0.229508196721311
"GG14","Baltimore City",3,7,"41","015-009","Unaffiliated",31,7,0,2,183,0.218579234972678
"GG14","Baltimore City",3,7,"41","015-010","Democrat",402,92,8,7,1161,0.438415159345392
"GG14","Baltimore City",3,7,"41","015-010","Green",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"41","015-010","Libertarian",1,0,0,0,1,1
"GG14","Baltimore City",3,7,"41","015-010","Other Parties",2,0,0,1,5,0.6
"GG14","Baltimore City",3,7,"41","015-010","Republican",15,0,0,1,41,0.390243902439024
"GG14","Baltimore City",3,7,"41","015-010","Unaffiliated",21,3,2,1,95,0.284210526315789
"GG14","Baltimore City",3,7,"41","015-011","Democrat",318,65,5,25,1031,0.400581959262852
"GG14","Baltimore City",3,7,"41","015-011","Green",1,0,0,0,1,1
"GG14","Baltimore City",3,7,"41","015-011","Libertarian",0,0,0,0,1,0
"GG14","Baltimore City",3,7,"41","015-011","Other Parties",0,0,0,0,3,0
"GG14","Baltimore City",3,7,"41","015-011","Republican",5,3,0,1,45,0.2
